datetime,year,month,day,hour,region,station_node,latitude,longitude,elevation_m,temp_c,dewpoint_c,vpd_kpa,rh_pct,solar_rad,pressure_kpa,u_wind_10m,v_wind_10m,wind_speed,precip,p_eff_mm,soil_moisture_layer1,soil_moisture_layer2,soil_moisture_layer3,soil_moisture_root,soil_moisture,ndvi,kc_dynamic,modis_et_mm,et0_fao56_mm,et_crop_mm,et_green_mm,et_blue_mm,crop_yield_ton_ha,cwf_green_m3_ton,cwf_blue_m3_ton,cwf_total_m3_ton
2020-01-01 09:00:00,2020,1,1,9,kolhapur,Karveer_Panchganga,16.7,74.3,570.0,30.260583496093773,11.85755310058596,2.9174536030058555,32.26089390030641,14.10582,94.33430078125,2.2368621826171875,2.0276031494140625,3.0190606081257716,0.0,0.0,0.2190704345703125,0.3030548095703125,0.363128662109375,0.34042907714843745,0.34042907714843745,0.3636436425497316,0.6318284936121197,4.43461076841518,2.8117795054412866,1.776562409292399,1.776562409292399,0.0,105.0,0.16919641993260942,0.0,0.16919641993260942
2020-01-01 09:00:00,2020,1,1,9,kolhapur,Shirol_Hatkanangle,16.75,74.45,550.0,29.926599121093773,12.44544372558596,2.7809381949475274,34.18261410549546,14.04562,94.42630078125,2.0688934326171875,1.9963531494140625,2.875021031697329,0.0,0.0,0.2474822998046875,0.3000640869140625,0.359222412109375,0.3389773559570312,0.3389773559570312,0.4875020147301898,0.8072945208677689,4.407491393415179,2.7934856265966035,2.255165640474304,2.255165640474304,0.0,105.0,0.21477768004517184,0.0,0.21477768004517184
2020-01-01 12:00:00,2020,1,1,12,kolhapur,Kagal_Dudhganga,16.58,74.32,565.0,27.912759399414085,12.568460083007835,2.304760905355001,38.715740299501014,17.88507,94.49834765625,2.7536163330078125,0.4034881591796875,2.7830209492574083,0.0,0.0,0.257354736328125,0.2844390869140625,0.3393707275390625,0.3220939636230469,0.3220939636230469,0.32409605551562126,0.5758027453137968,5.204526375976563,3.390458485625604,1.9522353038956808,1.9522353038956808,0.0,105.0,0.18592717179958865,0.0,0.18592717179958865
2020-01-01 12:00:00,2020,1,1,12,kolhapur,Karveer_Panchganga,16.7,74.3,570.0,27.985025024414085,12.273538208007835,2.3485726116686187,37.813092735055065,17.87144,94.37034765625,2.7711944580078125,0.3644256591796875,2.7950536283158796,0.0,0.0,0.2181549072265625,0.3028564453125,0.3629608154296875,0.34020248413085935,0.34020248413085935,0.3550247616898067,0.6196184123938928,5.204301572405136,3.3941488801612887,2.103077140554047,2.103077140554047,0.0,105.0,0.20029306100514732,0.0,0.20029306100514732
2020-01-01 12:00:00,2020,1,1,12,kolhapur,Shirol_Hatkanangle,16.75,74.45,550.0,28.008462524414085,12.214944458007835,2.359226234108738,37.61619322397182,17.713678,94.45134765625,2.4704132080078125,0.3234100341796875,2.4914926185938335,0.0,0.0,0.246795654296875,0.2998504638671875,0.3590087890625,0.3387306213378906,0.3387306213378906,0.47493643978876265,0.7894932897007471,5.16917918669085,3.414975828445749,2.6961005010481682,2.6961005010481682,0.0,105.0,0.2567714762903017,0.0,0.2567714762903017
2020-01-01 15:00:00,2020,1,1,15,kolhapur,Kagal_Dudhganga,16.58,74.32,565.0,23.289147949218773,14.388146972656273,1.2196292551533683,57.33991174741547,17.96384,94.7537421875,2.1852569580078125,-0.395538330078125,2.2207653057184027,0.0,0.0,0.25701904296875,0.284454345703125,0.339385986328125,0.32208465576171874,0.32208465576171874,0.3171367110612438,0.5659436740034287,5.037586489397323,3.170432453158062,1.794286190719977,1.794286190719977,0.0,105.0,0.17088439911618827,0.0,0.17088439911618827
2020-01-01 15:00:00,2020,1,1,15,kolhapur,Karveer_Panchganga,16.7,74.3,570.0,23.345788574218773,14.065881347656273,1.263283213294227,55.96374076808207,17.949304,94.6257421875,2.2301788330078125,-0.368194580078125,2.2603683053863137,0.0,0.0,0.217926025390625,0.3028411865234375,0.3629608154296875,0.3401832580566406,0.3401832580566406,0.3609139196028965,0.6279613861041033,5.036529600111608,3.167552634207486,1.9891007427346366,1.9891007427346366,0.0,105.0,0.1894381659747273,0.0,0.1894381659747273
2020-01-01 15:00:00,2020,1,1,15,kolhapur,Shirol_Hatkanangle,16.75,74.45,550.0,23.431726074218773,13.634240722656273,1.3225871118703174,54.13479989829941,17.788008,94.7057421875,2.4186553955078125,-0.691436767578125,2.5155474008211294,0.0,0.0,0.2465972900390625,0.299835205078125,0.3590087890625,0.33871353149414063,0.33871353149414063,0.4939916159813127,0.8164881226401929,5.003099442968751,3.097647155879318,2.5291921109056372,2.5291921109056372,0.0,105.0,0.24087543913387022,0.0,0.24087543913387022
2020-01-01 18:00:00,2020,1,1,18,kolhapur,Kagal_Dudhganga,16.58,74.32,565.0,20.271203613281273,15.589318847656273,0.6066914681838722,74.48542767378771,17.96384,94.79282421875,1.02978515625,0.22174072265625,1.0533880653002259,0.0004351138045421976,0.00036984673386086797,0.256866455078125,0.284454345703125,0.3394317626953125,0.32210693359375,0.32210693359375,0.3161597158236184,0.5645595974167927,4.916868715959823,3.230626508683878,1.8238812011465888,1.8238812011465888,0.0,105.0,0.17370297153777037,0.0,0.17370297153777037
2020-01-01 18:00:00,2020,1,1,18,kolhapur,Karveer_Panchganga,16.7,74.3,570.0,20.652062988281273,15.259240722656273,0.7003295317006539,71.2312928489387,17.949304,94.65982421875,1.26513671875,0.12799072265625,1.271594488119379,0.0004351138045421976,0.00036984673386086797,0.2178497314453125,0.3028411865234375,0.36297607421875,0.3401889038085938,0.3401889038085938,0.34988120506785714,0.6123317071794643,4.928780576674109,3.1985451532360925,1.9585706141716577,1.9585706141716577,0.0,105.0,0.18653053468301503,0.0,0.18653053468301503
2020-01-01 18:00:00,2020,1,1,18,kolhapur,Shirol_Hatkanangle,16.75,74.45,550.0,20.677453613281273,15.368615722656273,0.691916131503566,71.6213142125011,17.788008,94.74882421875,0.92041015625,0.09088134765625,0.9248860876237492,0.0004351138045421976,0.00036984673386086797,0.2465057373046875,0.2998504638671875,0.3590240478515625,0.33872131347656254,0.33872131347656254,0.4579990253292732,0.7654986192164703,4.892928544531252,3.2631143332449293,2.4979095164444667,2.4979095164444667,0.0,105.0,0.23789614442328252,0.0,0.23789614442328252
2020-01-01 21:00:00,2020,1,1,21,kolhapur,Kagal_Dudhganga,16.58,74.32,565.0,19.40949401855471,15.780480957031273,0.4612137214602281,79.5394204249464,17.96384,94.64719140625,0.5550174713134766,0.751922607421875,0.9345758401624327,0.0012904405366498395,0.0010968744561523636,0.2568817138671875,0.284454345703125,0.3394622802734375,0.3221299743652344,0.3221299743652344,0.3237841971002254,0.5753609458919859,4.882400332170761,3.206425599829838,1.844852066050374,1.844852066050374,0.0,105.0,0.1757001967667023,0.0,0.1757001967667023
2020-01-01 21:00:00,2020,1,1,21,kolhapur,Karveer_Panchganga,16.7,74.3,570.0,18.72590026855471,15.792199707031273,0.3658046969693063,83.06532208226646,17.949304,94.51619140625,0.5970096588134766,0.765594482421875,0.9708529467593959,0.0012904405366498395,0.0010968744561523636,0.217926025390625,0.3028411865234375,0.3629913330078125,0.3402052307128906,0.3402052307128906,0.3568141072420838,0.622153318592952,4.8517340678850465,3.1475017392674562,1.9582286523623362,1.9582286523623362,0.0,105.0,0.18649796689165107,0.0,0.18649796689165107
2020-01-01 21:00:00,2020,1,1,21,kolhapur,Shirol_Hatkanangle,16.75,74.45,550.0,19.17707214355471,15.323449707031273,0.4806013699442768,78.36865187028822,17.788008,94.60319140625,0.38997840881347656,0.720672607421875,0.8194218488842819,0.0012904405366498395,0.0010968744561523636,0.246551513671875,0.2998504638671875,0.359039306640625,0.3387355041503906,0.3387355041503906,0.4396300633563704,0.7394759230881913,4.832913285742189,3.1952017881413655,2.3627747917388757,2.3627747917388757,0.0,105.0,0.22502617064179767,0.0,0.22502617064179767
